name,state,lat,lon,formatted_address,types,confidence,source
"County Of St Clair, AL",Alabama,33.6530112,-86.3376761,"St. Clair County, AL, USA","administrative_area_level_2,political",high,google
Etowah County,Alabama,34.0455341,-86.05296039999999,"Etowah County, AL, USA","administrative_area_level_2,political",high,google
Lee County,Alabama,32.5888702,-85.39627689999999,"Lee County, AL, USA","administrative_area_level_2,political",high,google
"County Of Marshall, AL",Alabama,34.3652297,-86.3376761,"Marshall County, AL, USA","administrative_area_level_2,political",high,google
"County Of Lauderdale, AL",Alabama,34.8840876,-87.658113,"Lauderdale County, AL, USA","administrative_area_level_2,political",high,google
Limestone County,Alabama,34.78000720000001,-86.9423801,"Limestone County, AL, USA","administrative_area_level_2,political",high,google
Houston County,Alabama,31.1318686,-85.31362179999999,"Houston County, AL, USA","administrative_area_level_2,political",high,google
"County Of Talladega, AL",Alabama,33.4231716,-86.1344697,"Talladega County, AL, USA","administrative_area_level_2,political",high,google
"County Of DeKalb, AL",Alabama,34.5211397,-85.684578,"DeKalb County, AL, USA","administrative_area_level_2,political",high,google
Morgan County,Alabama,34.4240875,-86.86218269999999,"Morgan County, AL, USA","administrative_area_level_2,political",high,google
City of Birmingham,Alabama,33.5185892,-86.8103567,"Birmingham, AL, USA","locality,political",high,google
"City of Huntsville, AL",Alabama,34.7295497,-86.5853155,"Huntsville, AL, USA","locality,political",high,google
Mobile County,Alabama,30.6082227,-88.24611829999999,"Mobile County, AL, USA","administrative_area_level_2,political",high,google
Madison County,Alabama,34.72397309999999,-86.49965460000001,"Madison County, AL, USA","administrative_area_level_2,political",high,google
"City Of Talladega, AL",Alabama,33.4359416,-86.1058048,"Talladega, AL 35160, USA","locality,political",high,google
Tuscaloosa County,Alabama,33.3227653,-87.460397,"Tuscaloosa County, AL, USA","administrative_area_level_2,political",high,google
"City Of Troy, AL",Alabama,31.8087678,-85.969951,"Troy, AL, USA","locality,political",high,google
"City Of Leeds, AL",Alabama,33.5481597,-86.54442879999999,"Leeds, AL, USA","locality,political",high,google
"City Of Hartselle, AL",Alabama,34.4434282,-86.9352842,"Hartselle, AL 35640, USA","locality,political",high,google
"City Of Ozark, AL",Alabama,31.459017,-85.640289,"Ozark, AL 36360, USA","locality,political",high,google
"City Of Eufaula, AL",Alabama,31.8912717,-85.1454876,"Eufaula, AL, USA","locality,political",high,google
"City Of Rainbow City, AL",Alabama,33.9548201,-86.04191689999999,"Rainbow City, AL 35906, USA","locality,political",high,google
"City Of Albertville, AL",Alabama,34.2675937,-86.20886689999999,"Albertville, AL, USA","locality,political",high,google
"City Of Valley, AL",Alabama,32.8187406,-85.1793852,"Valley, AL 36854, USA","locality,political",high,google
"City Of Scottsboro, AL",Alabama,34.6723069,-86.03414629999999,"Scottsboro, AL, USA","locality,political",high,google
"City Of Boaz, AL",Alabama,34.2031662,-86.15209689999999,"Boaz, AL, USA","locality,political",high,google
"City Of Oxford, AL",Alabama,33.6142714,-85.8349648,"Oxford, AL, USA","locality,political",high,google
"City Of Jasper, AL",Alabama,33.8312185,-87.2775053,"Jasper, AL, USA","locality,political",high,google
"City Of Spanish Fort, AL",Alabama,30.6685159,-87.9108534,"Spanish Fort, AL, USA","locality,political",high,google
"City Of Millbrook, AL",Alabama,32.4798575,-86.36191629999999,"Millbrook, AL, USA","locality,political",high,google
"City Of Mountain Brook, AL",Alabama,33.5009384,-86.75221069999999,"Mountain Brook, AL, USA","locality,political",high,google
"City Of Center Point, AL",Alabama,33.6456583,-86.68360009999999,"Center Point, AL 35215, USA","locality,political",high,google
"City Of Jacksonville, AL",Alabama,33.8137125,-85.76135359999999,"Jacksonville, AL 36265, USA","locality,political",high,google
"Town Of Pike Road, AL",Alabama,32.2751421,-86.14545249999999,"Pike Rd, AL, USA","locality,political",high,google
"City Of Russellville, AL",Alabama,34.5078726,-87.7286431,"Russellville, AL, USA","locality,political",high,google
"City Of Cullman, AL",Alabama,34.1748208,-86.8436124,"Cullman, AL, USA","locality,political",high,google
"City Of Helena, AL",Alabama,33.296224,-86.8436004,"Helena, AL, USA","locality,political",high,google
"City Of Hueytown, AL",Alabama,33.4512197,-86.9966606,"Hueytown, AL, USA","locality,political",high,google
"City Of Moody, AL",Alabama,33.5909365,-86.49081679999999,"Moody, AL, USA","locality,political",high,google
"City Of Prichard, AL",Alabama,30.74515449999999,-88.0896618,"Prichard, AL, USA","locality,political",high,google
"City Of Clay, AL",Alabama,33.7026013,-86.5997096,"Clay, AL, USA","locality,political",high,google
"City Of Sylacauga, AL",Alabama,33.1731716,-86.2516406,"Sylacauga, AL, USA","locality,political",high,google
"City Of Calera, AL",Alabama,33.1028965,-86.7535975,"Calera, AL, USA","locality,political",high,google
"City Of Alexander City, AL",Alabama,32.944012,-85.9538532,"Alexander City, AL, USA","locality,political",high,google
"City Of Foley, AL",Alabama,30.4065868,-87.6835974,"Foley, AL, USA","locality,political",high,google
"City Of Muscle Shoals, AL",Alabama,34.7448112,-87.66752919999999,"Muscle Shoals, AL, USA","locality,political",high,google
"City Of Fort Payne, AL",Alabama,34.4442547,-85.7196893,"Fort Payne, AL, USA","locality,political",high,google
"City Of Anniston, AL",Alabama,33.6598257,-85.8316318,"Anniston, AL, USA","locality,political",high,google
"City Of Irondale, AL",Alabama,33.5381601,-86.70721019999999,"Irondale, AL, USA","locality,political",high,google
"City Of Pell City, AL",Alabama,33.5862149,-86.2860888,"Pell City, AL, USA","locality,political",high,google
"City Of Gulf Shores, AL",Alabama,30.2709808,-87.6878789,"Gulf Shores, AL, USA","locality,political",high,google
"City Of Chelsea, AL",Alabama,33.3401108,-86.6302625,"Chelsea, AL, USA","locality,political",high,google
"City Of Saraland, AL",Alabama,30.820742,-88.07055559999999,"Saraland, AL, USA","locality,political",high,google
"City Of Selma, AL",Alabama,32.4073589,-87.02110069999999,"Selma, AL, USA","locality,political",high,google
"City Of Fairhope, AL",Alabama,30.5229719,-87.9033261,"Fairhope, AL 36532, USA","locality,political",high,google
"City Of Gardendale, AL",Alabama,33.6601033,-86.8127702,"Gardendale, AL, USA","locality,political",high,google
"City Of Pelham, AL",Alabama,33.2856687,-86.8099885,"Pelham, AL, USA","locality,political",high,google
"County Of Bullock, AL",Alabama,32.0573536,-85.7256372,"Bullock County, AL, USA","administrative_area_level_2,political",high,google
"County Of Sumter, AL",Alabama,32.6155551,-88.24611829999999,"Sumter County, AL, USA","administrative_area_level_2,political",high,google
"County Of Conecuh, AL",Alabama,31.501571,-86.9824288,"Conecuh County, AL, USA","administrative_area_level_2,political",high,google
"County Of Wilcox, AL",Alabama,32.0105439,-87.3413599,"Wilcox County, AL, USA","administrative_area_level_2,political",high,google
"County Of Coosa, AL",Alabama,32.9305115,-86.17517590000001,"Coosa County, AL, USA","administrative_area_level_2,political",high,google
"County Of Crenshaw, AL",Alabama,31.6671872,-86.3376761,"Crenshaw County, AL, USA","administrative_area_level_2,political",high,google
"County Of Hale, AL",Alabama,32.7859102,-87.6186379,"Hale County, AL, USA","administrative_area_level_2,political",high,google
"County Of Cleburne, AL",Alabama,33.6261707,-85.52002399999999,"Cleburne County, AL, USA","administrative_area_level_2,political",high,google
"County Of Washington, AL",Alabama,31.3422346,-88.24611829999999,"Washington County, AL, USA","administrative_area_level_2,political",high,google
"County Of Choctaw, AL",Alabama,32.0716631,-88.24611829999999,"Choctaw County, AL, USA","administrative_area_level_2,political",high,google
"Town Of Wolcott, AL",Alabama,32.3182314,-86.902298,"Alabama, USA","administrative_area_level_1,political",low,google-retry
"County Of Clay, AL",Alabama,33.7026013,-86.5997096,"Clay, AL, USA","locality,political",high,google
"County Of Lamar, AL",Alabama,33.6923649,-88.0900762,"Lamar County, AL, USA","administrative_area_level_2,political",high,google
"County Of Pickens, AL",Alabama,33.3339954,-88.0900762,"Pickens County, AL, USA","administrative_area_level_2,political",high,google
"County Of Butler, AL",Alabama,32.0895908,-88.2219652,"Butler, AL 36904, USA","locality,political",high,google
"County Of Macon, AL",Alabama,32.3731182,-85.684578,"Macon County, AL, USA","administrative_area_level_2,political",high,google
"County Of Marengo, AL",Alabama,32.2459085,-87.77633329999999,"Marengo County, AL, USA","administrative_area_level_2,political",high,google
"County Of Monroe, AL",Alabama,31.5119068,-87.460397,"Monroe County, AL, USA","administrative_area_level_2,political",high,google
"County Of Barbour, AL",Alabama,31.8172896,-85.35496499999999,"Barbour County, AL, USA","administrative_area_level_2,political",high,google
"County Of Cherokee, AL",Alabama,34.7570342,-87.9728143,"Cherokee, AL 35616, USA","locality,political",high,google
"County Of Henry, AL",Alabama,31.4469377,-85.1894045,"Henry County, AL, USA","administrative_area_level_2,political",high,google
"County Of Randolph, AL",Alabama,33.2681523,-85.52002399999999,"Randolph County, AL, USA","administrative_area_level_2,political",high,google
"County Of Bibb, AL",Alabama,32.9562798,-87.14228949999999,"Bibb County, AL, USA","administrative_area_level_2,political",high,google
"County Of Clarke, AL",Alabama,31.7002461,-87.77633329999999,"Clarke County, AL, USA","administrative_area_level_2,political",high,google
"City Of Daleville, AL",Alabama,31.3101719,-85.7129908,"Daleville, AL, USA","locality,political",high,google
"County Of Winston, AL",Alabama,34.1690087,-87.3413599,"Winston County, AL, USA","administrative_area_level_2,political",high,google
Fayette County,Alabama,33.6871392,-87.77633329999999,"Fayette County, AL, USA","administrative_area_level_2,political",high,google
"City Of Smiths Station, AL",Alabama,32.5393644,-85.0999526,"Smiths Station, AL, USA","locality,political",high,google
"City Of Attalla, AL",Alabama,34.0217639,-86.0885852,"Attalla, AL, USA","locality,political",high,google
"City Of Brewton, AL",Alabama,31.1051779,-87.0721918,"Brewton, AL 36426, USA","locality,political",high,google
"City Of Tuskegee, AL",Alabama,32.430237,-85.7077266,"Tuskegee, AL, USA","locality,political",high,google
"City Of Southside, AL",Alabama,33.9245425,-86.02247179999999,"Southside, AL, USA","locality,political",high,google
"City Of Demopolis, AL",Alabama,32.5176361,-87.83640199999999,"Demopolis, AL, USA","locality,political",high,google
"City Of Semmes, AL",Alabama,30.7786677,-88.2588731,"Semmes, AL, USA","locality,political",high,google
"City Of Roanoke, AL",Alabama,33.1512313,-85.37217079999999,"Roanoke, AL 36274, USA","locality,political",high,google
"City Of Atmore, AL",Alabama,31.0237921,-87.4938708,"Atmore, AL 36502, USA","locality,political",high,google
"City Of Pinson, AL",Alabama,33.6889908,-86.6833228,"Pinson, AL, USA","locality,political",high,google
"City Of Sheffield, AL",Alabama,34.7650887,-87.6986407,"Sheffield, AL, USA","locality,political",high,google
"City Of Chickasaw, AL",Alabama,30.7637991,-88.0747222,"Chickasaw, AL, USA","locality,political",high,google
"City Of Rainsville, AL",Alabama,34.4942536,-85.8477494,"Rainsville, AL, USA","locality,political",high,google
"City Of Andalusia, AL",Alabama,31.3085039,-86.48329129999999,"Andalusia, AL, USA","locality,political",high,google
"City Of Opp, AL",Alabama,31.2826685,-86.2555067,"Opp, AL 36467, USA","locality,political",high,google
"City Of Guntersville, AL",Alabama,34.3581473,-86.29470409999999,"Guntersville, AL, USA","locality,political",high,google
"City Of Lincoln, AL",Alabama,33.6131588,-86.1183061,"Lincoln, AL, USA","locality,political",high,google
"City Of Monroeville, AL",Alabama,31.5279399,-87.32470769999999,"Monroeville, AL 36460, USA","locality,political",high,google
"City Of Glencoe, AL",Alabama,33.957043,-85.93246979999999,"Glencoe, AL, USA","locality,political",high,google
"City Of Tarrant, AL",Alabama,33.586822,-86.7718017,"Tarrant, AL 35217, USA","locality,political",high,google
"City Of Lanett, AL",Alabama,32.86873910000001,-85.1904971,"Lanett, AL, USA","locality,political",high,google
"City Of Bay Minette, AL",Alabama,30.8829628,-87.7730474,"Bay Minette, AL 36507, USA","locality,political",high,google
"City Of Arab, AL",Alabama,34.31814970000001,-86.4958219,"Arab, AL 35016, USA","locality,political",high,google
"City Of Clanton, AL",Alabama,32.8387371,-86.6294262,"Clanton, AL, USA","locality,political",high,google
"City Of Satsuma, AL",Alabama,30.853241,-88.0561106,"Satsuma, AL, USA","locality,political",high,google
"City Of Pleasant Grove, AL",Alabama,33.4909405,-86.9702714,"Pleasant Grove, AL, USA","locality,political",high,google
"City Of Robertsdale, AL",Alabama,30.5457158,-87.70840369999999,"Robertsdale, AL, USA","locality,political",high,google
"City Of Oneonta, AL",Alabama,33.9481537,-86.472764,"Oneonta, AL, USA","locality,political",high,google
"City Of Montevallo, AL",Alabama,33.1006746,-86.86415579999999,"Montevallo, AL 35115, USA","locality,political",high,google
"City Of Wetumpka, AL",Alabama,32.5437448,-86.2119127,"Wetumpka, AL, USA","locality,political",high,google
"City Of Greenville, AL",Alabama,31.8295972,-86.6177517,"Greenville, AL 36037, USA","locality,political",high,google
"City Of Orange Beach, AL",Alabama,30.2697033,-87.5867598,"Orange Beach, AL, USA","locality,political",high,google
"City Of Fultondale, AL",Alabama,33.6102837,-86.7967857,"Fultondale, AL, USA","locality,political",high,google
"City Of Tuscumbia, AL",Alabama,34.7312005,-87.70253,"Tuscumbia, AL 35674, USA","locality,political",high,google
"Calhoun County, AL",Alabama,33.7701576,-85.80766,"Calhoun County, AL, USA","administrative_area_level_2,political",high,google
"Russell County, AL",Alabama,32.3552497,-85.1894045,"Russell County, AL, USA","administrative_area_level_2,political",high,google
"City Of Hanceville, AL",Alabama,34.0606545,-86.76749799999999,"Hanceville, AL 35077, USA","locality,political",high,google
"Town Of Elberta, AL",Alabama,30.4143646,-87.59776149999999,"Elberta, AL 36530, USA","locality,political",high,google
