Account ID,Account Name,Total Calls,Last Call Date,Calls - Nick Martino,Calls - Ryan Minter,Calls - Alicia Gopal,Calls - Emily Murnane,Calls - Ali Cohen,Calls - Ben Laddis,Calls - Sydney Ireland,Calls - Catherine Silvestri,Calls - Jenny Allison,Calls - Lucy Nemerov,Calls - Leila Assil,Calls - Joe del Rosario,Calls - Quinzel Perry,Calls - Hugh Bargeron,Calls - Andy Blakely,Calls - Blake Anderson,Calls - Mihir Shah,Calls - Maia Golub,Calls - Shane Lieberman,Calls - Granger West
001cv00000AuWYY,"City Of Weimar, TX",1,2025-08-13,,,,,,,,,,,,,,,1,,,,,
001cv00000AuX7j,"Township Of Pike, PA",1,2025-08-18,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZdQx,"City Of Lawrenceburg, TN",1,2025-08-18,,,,,,,,,,,1,,,,,,,,,
001Hr000028Zcbj,"Township Of Otsego, MI",1,2025-08-18,,,,,,,,,,,,,1,,,,,,,
001cv00000Aua2s,"County Of Russell, VA",1,2025-08-18,,,,,,,,,,,,,1,,,,,,,
001cv00000AuWrb,"Town Of Albion, IN",1,2025-08-19,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZcCo,"City Of Neptune Beach, FL",1,2025-08-19,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZboY,"Village Of Cedarhurst, NY",1,2025-08-19,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zbr3,"Township Of East Hempfield, PA",1,2025-08-19,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zbrg,"City Of Yelm, WA",1,2025-08-19,,,,,,,,,,,,1,,,,,,,,
001cv00000AuaNE,"County Of Franklin, VA",1,2025-08-19,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZckA,"City Of Ellsworth, ME",1,2025-08-19,,,,,,,,,,,1,,,,,,,,,
001cv00000AuZYK,"County Of Quay, NM",1,2025-08-19,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZciU,"City Of Villa Park, CA",1,2025-08-20,,,,,,,,,,,,,,,1,,,,,
001cv00000AuWb9,"Town Of Wallingford, VT",1,2025-08-20,,,,,,,,,,,,,,,1,,,,,
001cv00000AuWc0,"Town Of Alburgh, VT",1,2025-08-20,,,,,,,,,,,,,,,1,,,,,
001cv00000AuWpp,"Town Of Ludlow, VT",1,2025-08-20,,,,,,,,,,,,,,,1,,,,,
001cv00000AuYSB,"City Of Port St Joe, FL",1,2025-08-21,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYLV,"City Of Midway, FL",1,2025-08-21,,,,,,,,,,,,1,,,,,,,,
001cv00000AuZR9,"County Of Marion, GA",1,2025-08-21,,,,,,,,,,,,,1,,,,,,,
001cv00000AuWpK,"City Of Kamas, UT",1,2025-08-21,,,,,,,,,,,,,1,,,,,,,
001cv00000AuXfW,"Town Of Fair Haven, VT",1,2025-08-21,,,,,,,,,,,,,,,1,,,,,
001Hr000028ZcmN,"City Of Park City, IL",1,2025-08-21,,,,,,,,,,,,,1,,,,,,,
001cv00000AuXUW,"City Of Vergennes, VT",1,2025-08-21,,,,,,,,,,,,,,,1,,,,,
001cv00000AuXkL,"Town Of Barton, VT",1,2025-08-21,,,,,,,,,,,,,,,1,,,,,
001cv00000AuXbP,"Town Of Weathersfield, VT",1,2025-08-21,,,,,,,,,,,,,,,1,,,,,
001Hr000028Zc6R,"City Of Kenmore, WA",1,2025-08-21,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYGN,"Town Of Westminster, VT",1,2025-08-21,,,,,,,,,,,,,,,1,,,,,
001cv00000AuXUZ,"Town Of Putney, VT",1,2025-08-21,,,,,,,,,,,,,,,1,,,,,
001cv00000AuYFf,"Town Of Chester, VT",1,2025-08-21,,,,,,,,,,,,,,,1,,,,,
001cv00000AuYFQ,"Town Of Hyde Park, VT",1,2025-08-21,,,,,,,,,,,,,,,1,,,,,
001cv00000AuYN7,"Town Of Highgate, VT",1,2025-08-21,,,,,,,,,,,,,,,1,,,,,
001cv00000AuXmg,"Town Of Berlin, VT",1,2025-08-21,,,,,,,,,,,,,,,1,,,,,
001Hr000028ZcCE,"Borough Of Fox Chapel, PA",1,2025-08-21,,,,,,,,,,,,,,,1,,,,,
001cv00000AuYni,"City Of Walhalla, SC",1,2025-08-22,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYyx,"City Of Barnwell, SC",1,2025-08-22,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYxW,"City Of Belton, SC",1,2025-08-22,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYz4,"City Of Parker, FL",1,2025-08-25,,,,,,,,,,,,1,,,,,,,,
001cv00000AuZhl,"County Of Page, IA",1,2025-08-25,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYvF,"Town Of Belleair, FL",1,2025-08-25,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZcG1,"City Of East Wenatchee, WA",1,2025-08-25,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYMs,"Town Of Oakland, FL",1,2025-08-26,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYF0,"Town Of Windermere, FL",1,2025-08-26,,,,,,,,,,,,1,,,,,,,,
001cv00000AuZjp,"City Of Middletown, KY",1,2025-08-26,,1,,,,,,,,,,,,,,,,,,
001cv00000AuWrN,"City Of Wewahitchka, FL",1,2025-08-26,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZdMu,"Mifflin Township, OH",1,2025-08-26,,,,,,,,,,,1,,,,,,,,,
001cv00000AuZdf,"Township Of Mansfield, NJ",1,2025-08-26,,1,,,,,,,,,,,,,,,,,,
001cv00000AuXhw,"City Of Bonifay, FL",1,2025-08-26,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYov,"City Of Ashdown, AR",1,2025-08-27,,1,,,,,,,,,,,,,,,,,,
001cv00000AuaGP,"County Of Fulton, OH",1,2025-08-27,,,,1,,,,,,,,,,,,,,,,
001cv00000AuWQ3,"City Of Leonard, TX",1,2025-08-27,,1,,,,,,,,,,,,,,,,,,
001cv00000AuX6M,"Borough Of Ogdensburg, NJ",1,2025-08-28,,1,,,,,,,,,,,,,,,,,,
001cv00000B21rM,"Town Of Lake Placid, FL",1,2025-08-28,,,,,,,,,,,,1,,,,,,,,
001cv00000AuZBC,"County Of Clay, NE",1,2025-08-28,,1,,,,,,,,,,,,,,,,,,
001cv00000AuZCO,"County Of La Salle, TX",1,2025-08-28,,1,,,,,,,,,,,,,,,,,,
001cv00000AuZCV,"County Of Russell, KS",1,2025-08-28,,1,,,,,,,,,,,,,,,,,,
001cv00000AuZCW,"County Of Burt, NE",1,2025-08-28,,1,,,,,,,,,,,,,,,,,,
001Hr000028ZcWx,"City Of Clewiston, FL",1,2025-09-02,,,,,,,,,,,,,,,1,,,,,
001cv00000AuX77,"Town Of Eatonville, FL",1,2025-09-02,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zcvg,"Village Of Chatham, IL",1,2025-09-02,,,,,,,,,,,,,1,,,,,,,
001Hr000028Zc2U,"City Of Poulsbo, WA",1,2025-09-02,,,,,,,,,,,,1,,,,,,,,
001cv00000AuZDB,"County Of Nemaha, NE",1,2025-09-02,,1,,,,,,,,,,,,,,,,,,
001Hr000028ZcVG,"City Of Luling, TX",1,2025-09-02,,,,,,,,,,,1,,,,,,,,,
001cv00000AuZKI,"County Of Alfalfa, OK",1,2025-09-02,,1,,,,,,,,,,,,,,,,,,
001cv00000AuXNV,"City Of Bowling Green, FL",1,2025-09-03,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZdRq,"Lycoming County, PA",1,2025-09-03,,,,,,,,,,,,1,,,,,,,,
001cv00000AuXAe,"City Of Westminster, SC",1,2025-09-03,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zbov,"City Of Titusville, FL",1,2025-09-03,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zc6P,"Borough Of Selinsgrove, PA",1,2025-09-03,,,,,,,,,,,,,,,1,,,,,
001Hr000028ZcCK,"Borough Of South Williamsport, PA",1,2025-09-03,,,,,,,,,,,,,,,1,,,,,
001Hr000028ZbtL,"Township Of South Abington, PA",1,2025-09-03,,,,,,,,,,,,,,,1,,,,,
001Hr000028Zc7D,"Borough Of Catasauqua, PA",1,2025-09-03,,,,,,,,,,,,,,,1,,,,,
001Hr000028Ze2C,"Township Of Springfield, PA",1,2025-09-03,,,,,,,,,,,,,,,1,,,,,
001Hr000028Zd8c,"Town Of Killingly, CT",1,2025-09-03,,,,,,,,,,,1,,,,,,,,,
001cv00000AuX7s,"Village Of Virginia Gardens, FL",1,2025-09-04,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYD5,"City Of Shelby, MT",1,2025-09-04,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZcgK,"Village Of Campton Hills, IL",1,2025-09-05,,,,,,,,,,,,,1,,,,,,,
001cv00000AuXiJ,"Town Of Hampton, SC",1,2025-09-08,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZdRS,"County Of Edgefield, SC",1,2025-09-08,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZcVU,"City of Buckeye, AZ",1,2025-09-08,,,,,,,,,,,,,1,,,,,,,
001Hr000028Zd72,"Town Of Westport, MA",1,2025-09-09,,,,,,,,,,,1,,,,,,,,,
001Hr000028ZcNh,Cortland County,1,2025-09-09,,,,,,,,,,,,1,,,,,,,,
001cv00000AuZpD,"County Of Rockcastle, KY",1,2025-09-09,,1,,,,,,,,,,,,,,,,,,
001cv00000AuZpO,"County Of Lawrence, KY",1,2025-09-09,,1,,,,,,,,,,,,,,,,,,
001cv00000AuX6G,"City Of East Brewton, AL",1,2025-09-09,,,,,,,,,,,1,,,,,,,,,
001cv00000AuZCv,"Town Of St Albans, VT",1,2025-09-10,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZdjR,"Montgomery County, VA",1,2025-09-10,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZdLx,"Parish Of Plaquemines, LA",1,2025-09-12,,1,,,,,,,,,,,,,,,,,,
001Hr000028Zdp8,"Parish Of Evangeline, LA",1,2025-09-12,,1,,,,,,,,,,,,,,,,,,
001cv00000HMXy9,"Town of Middlefield, MA",1,2025-09-12,,,,,,,,,,,1,,,,,,,,,
001Hr000028ZdET,"City Of Portage, MI",1,2025-09-15,,,,,,,,,,,,,1,,,,,,,
001Hr000028Zbvq,"City Of Grants Pass, OR",1,2025-09-15,,,,,,,,,,,,,1,,,,,,,
001cv00000AuZ7a,"City Of Salem, NJ",1,2025-09-15,,1,,,,,,,,,,,,,,,,,,
001Hr000028ZdO1,"Township Of Sterling, OH",1,2025-09-16,,,,,,,,,,,1,,,,,,,,,
001Hr000028ZdNO,"City Of Hubbard, OH",1,2025-09-17,,,,1,,,,,,,,,,,,,,,,
001Hr000028ZdRF,"City Of Wauseon, OH",1,2025-09-17,,,,1,,,,,,,,,,,,,,,,
001Hr000028ZdFp,"Township Of Canton, OH",1,2025-09-17,,,,1,,,,,,,,,,,,,,,,
001Hr000028ZcnV,"City Of New Haven, IN",1,2025-09-18,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZdYw,"Township Of Painesville, OH",1,2025-09-18,,,,1,,,,,,,,,,,,,,,,
001Hr000028Zcjz,"City Of Robinson, IL",1,2025-09-19,,,,,,,,,,,,,1,,,,,,,
001cv00000AuYK1,"City Of St Johns, AZ",1,2025-09-19,,,,,,,,,,,,,,,1,,,,,
001cv00000AuYoA,"Town Of Taylor, AZ",1,2025-09-19,,,,,,,,,,,,,,,1,,,,,
001Hr000028ZdB8,"City Of Evansville, WI",1,2025-09-19,,,,,,,,,,,,,,,1,,,,,
001cv00000AuZND,"Town Of New Castle, CO",1,2025-09-23,,,,,,,,,1,,,,,,,,,,,
001Hr000028Zdd7,"West Lebanon Township, PA",1,2025-09-23,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZcWY,"City Of Quincy, FL",1,2025-09-23,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYzK,"County Of Phillips, CO",1,2025-09-23,,,,,,,,,1,,,,,,,,,,,
001cv00000AuZsV,"County Of Otero, CO",1,2025-09-23,,,,,,,,,1,,,,,,,,,,,
001cv00000AuXfq,"Town Of Hypoluxo, FL",1,2025-09-23,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zc4Z,"City Of Milton, WA",1,2025-09-23,,,,,,,,,,,,1,,,,,,,,
001cv00000AuYwS,"City Of Waverly, NE",1,2025-09-23,,1,,,,,,,,,,,,,,,,,,
001cv00000AuWXg,"City Of Dakota City, NE",1,2025-09-23,,1,,,,,,,,,,,,,,,,,,
001Hr000028Zbnu,"Township Of Whitemarsh, PA",1,2025-09-24,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZcTH,"Township Of Clinton, OH",1,2025-09-25,,,,1,,,,,,,,,,,,,,,,
001Hr000028ZdFh,"City Of Groveport, OH",1,2025-09-25,,,,1,,,,,,,,,,,,,,,,
001cv00000AuZVa,"Township Of Ottawa, OH",1,2025-09-25,,,,1,,,,,,,,,,,,,,,,
001Hr000028ZdQE,"Township Of Medina, OH",1,2025-09-25,,,,1,,,,,,,,,,,,,,,,
001cv00000AuZKG,"Township Of Brookville, IN",1,2025-09-26,,,,,,,,,,,,,1,,,,,,,
001cv00000AuZdr,"Township Of Otter Creek, IN",1,2025-09-26,,,,,,,,,,,,,1,,,,,,,
001cv00000AuZC5,"City Of North Vernon, IN",1,2025-09-26,,,,,,,,,,,,,1,,,,,,,
001cv00000AuZBE,"Township Of Root, IN",1,2025-09-26,,,,,,,,,,,,,1,,,,,,,
001cv00000AuZC7,"Township Of Wabash, IN",1,2025-09-26,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZdlT,"Township Of Union, IN",1,2025-09-26,,,,,,,,,,,,,1,,,,,,,
001cv00000AuZk6,"County Of Martin, IN",1,2025-09-26,,,,,,,,,,,,,1,,,,,,,
001cv00000AuYIv,"Township Of Ridge, OH",1,2025-09-29,,,,1,,,,,,,,,,,,,,,,
001Hr000028ZdSM,"Fayette County, OH",1,2025-09-29,,,,1,,,,,,,,,,,,,,,,
001cv000007XrPi,"Parish Of Morehouse, LA",1,2025-09-30,,,,,,,,,1,,,,,,,,,,,
001Hr000028ZcoS,"City Of Hastings, MI",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZdZB,"Jackson County, OH",1,2025-09-30,,,,1,,,,,,,,,,,,,,,,
001Hr000028ZcWd,"Township Of Bedminster, PA",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001Hr000028Zcqd,"Village Of Rockton, IL",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZcXe,"City Of St Johns, MI",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZcLV,"Township Of Robeson, PA",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZcoJ,"City Of Hudsonville, MI",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZcpG,"Laketon Township, MI",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001cv00000AuZnk,"County Of Noble, OH",1,2025-09-30,,,,1,,,,,,,,,,,,,,,,
001cv00000AuaWZ,"County Of Erie, OH",1,2025-09-30,,,,1,,,,,,,,,,,,,,,,
001Hr000028Zc56,"Township Of New Hanover, PA",1,2025-09-30,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zcj1,"Raisin Charter Township, MI",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZcB5,"Township Of West Norriton, PA",1,2025-09-30,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZcKI,"Township Of Whitpain, PA",1,2025-09-30,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZcH1,"Borough Of Butler, NJ",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001Hr000028Ze2v,"Township Of Hopewell, PA",1,2025-09-30,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zcq0,"Borough Of Spotswood, NJ",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001cv00000AuZXS,"Township Of Hardyston, NJ",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZcjV,"Borough Of Oradell, NJ",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZcBX,"City Of Mason, MI",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001Hr000028Zck9,"Township Of Atlas, MI",1,2025-09-30,,,,,,,,,,,,,1,,,,,,,
001cv00000AuYvH,"Village Of Sheffield, OH",1,2025-10-01,,,,1,,,,,,,,,,,,,,,,
001Hr000028Zbtw,"Borough Of West View, PA",1,2025-10-02,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZbwX,"Borough Of Oakmont, PA",1,2025-10-02,,,,,,,,,,,,,1,,,,,,,
001cv00000AuZ7m,"County Of Stewart, GA",1,2025-10-02,,,,,,,,,,,,,1,,,,,,,
001Hr000028Zdra,"Madison, GA",1,2025-10-02,,,,,,,,,,,,,1,,,,,,,
001Hr000028Zcgz,"Village Of Bartonville, IL",1,2025-10-03,,,,,,,,,,,,,1,,,,,,,
001cv00000AuWqG,"Town Of Mount Desert, ME",1,2025-10-03,,,,,,,,,,,,,,,1,,,,,
001cv00000AuZTx,"City Of Senoia, GA",1,2025-10-03,,,,,,,,,,,,,1,,,,,,,
001cv00000AuXN6,"Town Of Manchester, ME",1,2025-10-03,,,,,,,,,,,,,,,1,,,,,
001cv00000AuX8t,"Town Of Milo, ME",1,2025-10-03,,,,,,,,,,,,,,,1,,,,,
001Hr000028ZcZy,"City Of Margate, NJ",1,2025-10-03,,,,,,,,,,,,,1,,,,,,,
001cv00000AuZ8X,"City Of Monticello, IN",1,2025-10-03,,,,,,,,,,,,,1,,,,,,,
001cv00000AuWpB,"Town Of Deer Isle, ME",1,2025-10-03,,,,,,,,,,,,,,,1,,,,,
001cv00000AuYBw,"Town Of Newport, ME",1,2025-10-03,,,,,,,,,,,,,,,1,,,,,
001Hr000028ZdSF,"City Of Sandusky, OH",1,2025-10-03,,,,1,,,,,,,,,,,,,,,,
001cv00000AuWdK,"Village Of Leipsic, OH",1,2025-10-06,,,,1,,,,,,,,,,,,,,,,
001cv00000AuYz0,"City Of West Wendover, NV",1,2025-10-06,,,,,,,,,,,,,,,1,,,,,
001cv00000AuaBX,"County Of Carroll, OH",1,2025-10-07,,,,1,,,,,,,,,,,,,,,,
001cv00000AuaEJ,"County Of Guernsey, OH",1,2025-10-07,,,,1,,,,,,,,,,,,,,,,
001cv00000AuaGx,"County Of Brown, OH",1,2025-10-07,,,,1,,,,,,,,,,,,,,,,
001cv000006wU8r,"Village Of Northfield, OH",1,2025-10-08,,,,1,,,,,,,,,,,,,,,,
001Hr000028ZdGm,"Licking County, OH",1,2025-10-08,,,,1,,,,,,,,,,,,,,,,
001cv00000AuYyc,"Town Of Deep River, CT",1,2025-10-08,,,1,,,,,,,,,,,,,,,,,
001Hr000028ZcBg,"City Of Norcross, GA",1,2025-10-08,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZcX4,"Town Of North Stonington, CT",1,2025-10-08,,,1,,,,,,,,,,,,,,,,,
001Hr000028ZcGC,"Cusseta-Chattahoochee County, GA",1,2025-10-08,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZcSj,"City Of Mt Clemens, MI",1,2025-10-08,1,,,,,,,,,,,,,,,,,,,
001cv00000AuZk2,"County Of Linn, KS",1,2025-10-08,,1,,,,,,,,,,,,,,,,,,
001Hr000028Zc5d,"City Of Yuba City, CA",1,2025-10-08,,1,,,,,,,,,,,,,,,,,,
001cv00000AuZVX,"City Of South Beloit, IL",1,2025-10-09,1,,,,,,,,,,,,,,,,,,,
001Hr000028Zc4g,"City Of South Daytona, FL",1,2025-10-09,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZdOW,"Township Of Coventry, OH",1,2025-10-09,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zc6b,"City Of Lynden, WA",1,2025-10-09,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZdZ9,"City Of Tallmadge, OH",1,2025-10-09,,,,1,,,,,,,,,,,,,,,,
001Hr000028ZcKg,"City Of Marquette, MI",1,2025-10-09,1,,,,,,,,,,,,,,,,,,,
001cv00000AuaDW,"County Of Alexander, NC",1,2025-10-09,1,,,,,,,,,,,,,,,,,,,
001cv00000AuWOc,"Township Of Elkhart, IN",1,2025-10-10,,,,,,,,,,,,,1,,,,,,,
001cv00000AuXHu,"Town Of Belvidere, NJ",1,2025-10-14,,1,,,,,,,,,,,,,,,,,,
001Hr000028Zdc6,"Parish Of Iberia, LA",1,2025-10-14,,,,1,,,,,,,,,,,,,,,,
001cv00000AuaWC,"County Of DeKalb, AL",1,2025-10-14,,,,1,,,,,,,,,,,,,,,,
001cv00000AuXgL,"City Of Stroud, OK",1,2025-10-14,,1,,,,,,,,,,,,,,,,,,
001cv00000AuaSz,"County Of Blount, AL",1,2025-10-14,,,,1,,,,,,,,,,,,,,,,
001Hr000028Zbrw,"City Of Belleview, FL",1,2025-10-14,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zc3F,"City Of Madras, OR",1,2025-10-14,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zc8C,"City Of Centralia, WA",1,2025-10-14,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zc4o,"City Of Dupont, WA",1,2025-10-14,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zc0P,"City Of Scappoose, OR",1,2025-10-14,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zd6n,"Morris Township, NJ",1,2025-10-14,,1,,,,,,,,,,,,,,,,,,
001Hr000028Zc5K,"City Of Umatilla, OR",1,2025-10-14,,,,,,,,,,,,1,,,,,,,,
001cv00000AuX7t,"City Of Brighton, AL",1,2025-10-15,,,,1,,,,,,,,,,,,,,,,
001Hr000028ZdVO,"City Of Tamarac, FL",1,2025-10-16,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zby7,"City Of Niceville, FL",1,2025-10-16,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zcmg,"Borough Of Mountainside, NJ",1,2025-10-21,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZdpC,"Henry County, VA",1,2025-10-21,,,,,,,,,,,,,1,,,,,,,
001Hr000028ZdmO,"Spotsylvania County, VA",1,2025-10-21,,,,,,,,,,,,,1,,,,,,,
001Hr000028Zdcu,"Wise County, VA",1,2025-10-21,,,,,,,,,,,,,1,,,,,,,
001cv00000AuYq4,"Town Of Pembroke, NY",1,2025-10-21,,,,,,,,,,,,,1,,,,,,,
001cv00000AuYKF,"Town Of Loxahatchee Groves, FL",1,2025-10-21,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZcFn,"City Of Anderson, SC",1,2025-10-21,,,,,,,,,,,,1,,,,,,,,
001cv00000AuaWQ,"Village Of Bolingbrook, IL",1,2025-10-21,,,1,,,,,,,,,,,,,,,,,
001cv00000AuZo4,"County Of Dent, MO",1,2025-10-22,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZdHB,"Town Of Broadalbin, NY",1,2025-10-22,,,1,,,,,,,,,,,,,,,,,
001cv00000AuZgP,"County Of Grundy, TN",1,2025-10-23,,,,,,,,,1,,,,,,,,,,,
001cv00000AuZaz,"County Of Jackson, TN",1,2025-10-23,,,,,,,,,1,,,,,,,,,,,
001Hr000028ZdA7,"City Of Schenectady, NY",1,2025-10-23,,,1,,,,,,,,,,,,,,,,,
001Hr000028ZduR,"San Juan County, NM",1,2025-10-23,,,1,,,,,,,,,,,,,,,,,
001Hr000028ZcpT,"City Of Trenton, MI",1,2025-10-24,1,,,,,,,,,,,,,,,,,,,
001cv00000AuZxh,"County Of Clinton, MO",1,2025-10-24,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zdre,"Broome County, NY",1,2025-10-27,,,,,,,,,,,,,1,,,,,,,
001cv00000AuZkH,"County Of Carroll, MS",1,2025-10-27,,,,,,,,,,,,,1,,,,,,,
001Hr000028Zd5e,"City Of Red Wing, MN",1,2025-10-28,1,,,,,,,,,,,,,,,,,,,
001cv00000AuXlR,"Town Of Northfield, MA",1,2025-10-30,,,,,,,,,1,,,,,,,,,,,
001Hr000028ZcgY,"City Of Caruthersville, MO",1,2025-11-03,,,,,,,,,,,,1,,,,,,,,
001cv00000LxNxU,"County of Montgomery, MD - Dept of Permitting Services",1,2025-11-04,,,,1,,,,,,,,,,,,,,,,
001Hr000028ZdRP,"Town Of Rib Mountain, WI",1,2025-11-04,,,,,,,,,1,,,,,,,,,,,
001Hr000028Zc68,"City Of Alhambra, CA",1,2025-11-04,,1,,,,,,,,,,,,,,,,,,
001cv00000AuZCb,"County Of Pershing, NV",1,2025-11-04,,,,,1,,,,,,,,,,,,,,,
001cv00000AuZn9,"County Of Glacier, MT",1,2025-11-04,,,,,1,,,,,,,,,,,,,,,
001Hr000028ZdCv,"Township Of Sagamore Hills, OH",1,2025-11-05,,,,1,,,,,,,,,,,,,,,,
001cv00000AuXOw,"Village Of Silver Lake, OH",1,2025-11-05,,,,1,,,,,,,,,,,,,,,,
001cv00000AuaAB,"County Of Ray, MO",1,2025-11-05,,,,,,,,,,,,1,,,,,,,,
001cv00000AuZab,"County Of Montgomery, MO",1,2025-11-05,,,,,,,,,,,,1,,,,,,,,
001cv00000AuZsT,"County Of Poweshiek, IA",1,2025-11-05,,,,,,,,,,,,1,,,,,,,,
001Hr000028Zc4n,"Town Of Bay Harbor Islands, FL",1,2025-11-05,,,,,,,,,,,,1,,,,,,,,
001cv00000AuaKl,"County Of Atascosa, TX",1,2025-11-05,,1,,,,,,,,,,,,,,,,,,
001cv00000AuZXz,"County Of Perry, TN",1,2025-11-07,,,,,,,,,1,,,,,,,,,,,
001Hr000028Zdah,"City Of Margate, FL",1,2025-11-10,,,,,,,,,,,,1,,,,,,,,
001Hr000028ZcbZ,"City Of Fruitland, MD",1,2025-11-10,,,,,1,,,,,,,,,,,,,,,
001Hr000028ZcKw,"Township Of East Fallowfield, PA",1,2025-11-12,,,,,1,,,,,,,,,,,,,,,
001Hr000028Zd0i,"City Of Somersworth, NH",1,2025-11-12,,,,,,,,,1,,,,,,,,,,,
001cv00000AuVkn,"County Of Blue Earth, MN",1,2025-11-12,1,,,,,,,,,,,,,,,,,,,
001Hr000028Zdjn,"City Of Coon Rapids, MN",1,2025-11-12,1,,,,,,,,,,,,,,,,,,,
001Hr000028Zd8q,"City Of Woodstock, IL",1,2025-11-12,1,,,,,,,,,,,,,,,,,,,
001Hr000028ZbqQ,"City Of Lockhart, TX",1,2025-11-13,,1,,,,,,,,,,,,,,,,,,
001Hr000028ZbwT,"City Of Rolling Meadows, IL",1,2025-11-13,,,1,,,,,,,,,,,,,,,,,
001Hr000028Zds1,"Cascade County, MT",1,2025-11-13,,,,,1,,,,,,,,,,,,,,,
001Hr000028Zcc6,"City Of Harrodsburg, KY",1,2025-11-14,,1,,,,,,,,,,,,,,,,,,
001cv00000AuWYH,"Borough Of Haines, AK",1,2025-11-14,,1,,,,,,,,,,,,,,,,,,
001cv00000AuaL1,"County Of Burnet, TX",1,2025-11-14,,1,,,,,,,,,,,,,,,,,,
001Hr000028Zbnn,"City Of Coppell, TX",1,2025-11-19,,,1,,,,,,,,,,,,,,,,,
001Hr000028Zc8a,"Upper Chichester Township, PA",1,2025-11-19,,,,,,,,,1,,,,,,,,,,,
001Hr000028Zbxv,"Town Of Canterbury, CT",1,2025-11-19,,,1,,,,,,,,,,,,,,,,,
001cv00000AuYvI,"City Of Canton, TX",1,2025-11-19,,1,,,,,,,,,,,,,,,,,,
001Hr000028ZcVh,City of Moreno Valley,1,2025-11-19,,,,,1,,,,,,,,,,,,,,,
